Index,First Name,Last Name,Company,City,Country,Age,Annual_Income,Spending_Score,Years_as_Customer,Num_Purchases,Avg_Purchase_Value,Num_Complaints,Email_Opens_Rate,Website_Visits_Per_Month,Has_Mobile_App,Preferred_Channel,Region,CLV,Churn
726,Colin,Doyle,"Carroll, Walsh and Benjamin",Lesliefurt,Liechtenstein,56,41741.98,99,4,29,345.86,1,0.2335,12,1,Online,North,4683.52,0
727,Sonya,Schroeder,Curry Inc,Petersburgh,Nicaragua,18,26947.89,45,4,18,163.96,1,0.1387,10,0,Online,North,2504.21,1
728,Kayla,Guzman,"Ali, Fleming and Madden",Kiddfort,Central African Republic,20,89991.53,73,5,18,16.68,0,0.1438,7,1,Store,East,3919.68,0
729,Christie,Jenkins,Lloyd Group,East Angieside,Dominica,30,30122.74,53,3,22,167.22,0,0.3105,11,1,Store,North,3069.42,0
730,Joanne,Ferguson,"Reed, Navarro and Barber",Baileyside,Hungary,45,41141.9,30,1,22,151.35,0,0.197,6,1,Store,East,2615.44,1
731,Yolanda,Robinson,Carey Ltd,West Tyronestad,Wallis and Futuna,66,40631.85,60,1,24,245.8,4,0.1858,13,0,Store,South,2920.7,1
732,Katie,Craig,Garrison-Gordon,North Jamiemouth,Oman,42,72898.49,98,12,19,261.66,0,0.6323,10,1,Online,North,5561.02,0
733,Dakota,Chavez,"Byrd, Hart and Pham",Brewerbury,Azerbaijan,50,49101.01,32,13,20,303.97,1,0.3869,9,1,Phone,West,5124.26,0
734,Johnny,Randolph,"Rivas, Maxwell and Farley",East Daniellestad,United States of America,55,79954.84,67,7,21,80.2,0,0.1131,9,1,Phone,East,4797.76,0
735,Collin,Alvarez,Ho LLC,Port Lawrence,Jordan,23,41530.19,67,1,17,179.53,1,0.3371,3,1,Online,East,3054.61,0
736,Cassidy,Melton,"Guerra, Boyd and Palmer",Lorettaland,Guinea,61,60579.88,28,1,22,46.85,0,0.4282,7,1,Phone,West,2201.25,0
737,Adam,Singh,Johns Group,Lake Mckenzieville,Bolivia,62,38293.06,44,3,14,1097.65,0,0.273,10,1,Store,East,3553.46,0
738,Hayden,Pugh,Woodward-Guerra,New Marc,Israel,49,97902.98,79,10,20,28.92,1,0.3469,4,0,Store,East,4111.36,0
739,Kellie,Salas,"Cross, Kennedy and Bray",East Jeanne,Turkey,62,31248.03,41,4,25,10.0,1,0.1974,8,1,Store,West,2919.43,0
740,Caleb,Watkins,Nelson LLC,Levihaven,Luxembourg,64,61196.41,63,4,23,24.17,4,0.3599,3,1,Store,South,4045.45,0
741,Troy,Fritz,Mercado PLC,South Taylor,Cuba,38,67675.54,23,2,23,224.33,1,0.1575,9,1,Phone,North,2899.86,0
742,Phillip,Duffy,"Booker, Ritter and Daugherty",Lake Emily,Saint Lucia,33,63275.98,75,1,20,88.8,0,0.5941,8,0,Store,North,3047.38,0
743,Claire,Robinson,Lynch Inc,West Kevin,Tonga,38,51294.25,48,3,19,89.0,0,0.5167,8,1,Online,North,3122.93,0
744,Jackson,Estrada,"Webster, Weeks and Vasquez",Chadborough,Argentina,28,52403.59,32,11,15,465.24,4,0.3596,8,0,Store,North,3795.78,0
745,Tiffany,Peterson,"Chambers, Montoya and Gray",New Christianburgh,Colombia,54,55876.23,57,4,21,378.18,2,0.3782,10,0,Online,North,3188.13,0
746,Jessica,Carlson,Black Group,Salazartown,Grenada,53,52059.96,100,3,26,55.92,4,0.0785,10,0,Store,North,3681.36,0
747,Alvin,Roy,Thornton Group,Brittneyton,Israel,52,74277.58,33,8,21,35.18,1,0.3037,6,1,Store,East,4560.06,0
748,Harold,Paul,"Griffin, Stanton and Clements",Staffordhaven,Christmas Island,36,99210.46,24,14,16,283.06,0,0.3027,14,0,Online,North,4694.99,0
749,Rodney,Underwood,Griffin-Lam,Yvonnemouth,Iceland,37,43850.16,39,10,26,354.7,1,0.36,10,1,Online,East,4577.28,0
750,Adrian,Herman,Terrell-Schultz,North Beverly,Iraq,35,27603.94,34,1,19,117.0,1,0.0825,7,0,Store,West,1778.4,0
751,Clifford,Phillips,Ramsey LLC,Lake Blake,Martinique,64,53234.36,56,14,22,148.9,0,0.38,9,1,Online,South,5660.66,1
752,Regina,Mccoy,"Ponce, Malone and Waller",Burchchester,French Polynesia,58,106594.19,28,2,17,44.54,3,0.5097,8,1,Online,East,2198.99,1
753,Kaylee,Bowers,Horn LLC,Johnsonland,Pakistan,66,38926.51,37,13,13,242.02,2,0.7276,7,1,Store,South,4610.05,1
754,Reginald,Frederick,"Burke, Hopkins and Bradley",Douglasstad,France,31,87782.34,7,7,23,150.0,3,0.4184,12,1,Phone,West,3476.9,0
755,Shelby,Reese,Walton-Greene,New Margaret,Tunisia,32,88554.02,68,4,25,105.03,1,0.2492,7,1,Store,North,4065.43,1
756,Connor,Gentry,"Maldonado, Lowe and Espinoza",West Cristian,Trinidad and Tobago,48,43928.24,37,8,15,10.0,1,0.3884,9,1,Online,South,3515.14,1
757,Kevin,Fleming,Frye-Haney,New Shannonstad,Trinidad and Tobago,18,66379.66,56,11,21,371.42,0,0.3569,3,1,Store,South,4666.85,0
758,Connie,Mercado,"Weeks, Perez and Andersen",New Vincentstad,China,20,87567.93,65,13,26,143.35,2,0.3163,11,1,Online,West,5738.74,0
759,Kaylee,Barber,Odom-Nolan,Solistown,Chile,33,47417.45,65,3,29,32.11,2,0.1476,8,1,Store,West,3923.41,0
760,Betty,Duncan,"Raymond, Frazier and Burton",Jacobsonchester,Denmark,40,50928.39,47,6,18,139.86,2,0.0561,6,0,Store,West,3503.23,1
761,Dwayne,Sweeney,Roth-Griffith,North Kenneth,Bolivia,28,43366.38,20,9,24,169.73,3,0.172,9,1,Phone,East,4354.52,0
762,Kenneth,Anthony,"Hale, Payne and Saunders",Fletcherborough,Tanzania,29,34704.87,19,1,14,111.91,3,0.4312,8,1,Phone,East,1399.92,1
763,Peggy,Montoya,Oconnell PLC,Port Brandyside,Poland,27,42014.45,29,1,26,189.93,0,0.1048,10,0,Online,South,1812.1,0
764,Jonathan,Briggs,Atkins-Atkinson,Lake Aprilchester,Japan,49,30521.19,74,8,21,130.65,2,0.4089,10,1,Phone,West,4138.91,0
765,Sean,Gray,Larsen-Payne,Berrymouth,China,33,55681.67,60,3,16,442.81,1,0.3517,8,1,Phone,South,3772.97,0
766,Rebekah,Villegas,Casey Inc,Langberg,Venezuela,25,39600.54,18,5,22,10.0,3,0.0473,9,1,Store,North,3145.3,1
767,Lisa,Small,Lane-Daniel,New Xavier,Micronesia,55,59675.72,92,1,15,16.85,2,0.0191,7,0,Online,West,3314.3,0
768,Paige,Pineda,"Cole, Huynh and Vang",Port Judith,Palau,29,23882.09,35,5,16,28.61,1,0.1896,5,1,Store,East,3304.86,0
769,Howard,Glass,"Carter, Wiggins and Paul",New Kelliechester,Brazil,41,61617.6,43,11,21,175.76,0,0.4328,6,1,Online,West,4749.08,0
770,Jose,Bond,Tucker Group,Lake Lydiatown,Mongolia,45,71670.58,95,6,17,155.6,2,0.4594,6,0,Store,South,3677.85,0
771,Janet,Bass,Hudson LLC,Port Lindsey,Christmas Island,25,15125.29,91,8,18,333.93,0,0.2025,10,1,Online,East,4789.77,0
772,Jasmin,Waters,Chandler-Holt,South Marisachester,Hungary,45,62481.13,11,13,24,198.01,2,0.2215,5,1,Store,North,5063.18,1
773,Jennifer,Mcintosh,"Glover, Keith and Lozano",Simonside,Aruba,53,79553.38,49,14,17,106.5,1,0.2138,14,1,Phone,North,5572.14,0
774,Gina,Benson,Lawson Group,Colechester,South Africa,43,30807.18,38,3,19,721.13,1,0.3819,7,1,Online,South,3202.62,0
775,Vanessa,Gardner,Silva-Bauer,Meghanstad,Italy,25,88451.45,64,3,25,46.41,0,0.1114,5,1,Store,West,4270.08,0
776,Brenda,Clark,Coleman-Bishop,Noblemouth,Thailand,67,63380.38,69,12,19,268.64,1,0.155,8,1,Online,North,5276.75,0
777,Chelsea,Randolph,Nixon Ltd,New Candice,Kyrgyz Republic,45,40899.76,8,11,27,83.48,0,0.5729,5,1,Store,South,4714.45,0
778,Tabitha,Logan,Hodges-Cummings,New Lance,Myanmar,45,53884.62,34,11,26,156.93,1,0.6209,8,1,Store,East,4898.22,0
779,Anne,Cabrera,Gay Inc,Toddtown,Australia,54,66166.54,48,10,12,194.89,3,0.2398,5,1,Online,East,4068.12,0
780,Logan,Lamb,Chavez-Haas,North Erin,Korea,58,56520.11,56,9,23,150.67,0,0.2628,10,1,Store,South,3991.02,0
781,Reginald,Mann,Pitts-Weeks,East Brandon,Netherlands,53,65775.12,76,4,16,22.71,3,0.1898,6,1,Phone,West,3083.84,0
782,Bob,Rosario,Spencer Ltd,Fowlerfort,Turkey,44,36586.53,65,4,20,87.77,1,0.3938,9,0,Online,West,3308.0,0
783,Andrew,Weiss,Stewart Inc,New Pam,Nicaragua,34,58387.22,31,12,25,123.64,1,0.1633,7,1,Store,West,5114.77,0
784,Rita,Livingston,Valentine Inc,North Whitneyborough,Guyana,26,26725.71,4,7,20,283.61,0,0.2619,3,0,Store,West,2944.86,1
785,Briana,Peck,Salas LLC,Port Curtis,Chile,50,52775.48,50,2,15,87.95,4,0.1358,6,0,Online,South,2594.93,1
786,Brady,Mcdaniel,Knapp-Rodgers,Debraberg,Costa Rica,37,36921.85,69,8,26,376.53,1,0.6069,7,1,Phone,South,4553.23,0
787,Clifford,Rivers,Black-Lam,West Michelle,Niue,30,40289.4,30,6,25,87.07,1,0.2706,9,1,Store,East,3448.92,0
788,Kathryn,Burgess,Aguirre and Sons,South Andre,Uruguay,45,79721.86,88,3,20,119.37,1,0.7296,6,1,Online,East,3633.35,0
789,Rodney,Esparza,Mckay Group,East Ricky,Holy See (Vatican City State),65,76826.2,59,9,24,238.66,2,0.6101,8,1,Online,West,4404.78,0
790,Gabrielle,Vincent,Newton LLC,North Perryshire,El Salvador,46,67182.76,67,5,30,131.22,3,0.5902,8,0,Online,North,3571.78,0
791,Yolanda,Schroeder,Johnston Ltd,Malikchester,Mauritius,30,33153.74,75,8,14,483.65,1,0.0599,7,1,Store,North,4089.63,1
792,Jonathon,West,Rice-Nichols,North Staceyport,Heard Island and McDonald Islands,63,48671.83,45,7,19,161.97,5,0.5346,10,1,Store,East,3329.63,0
793,Lee,Harvey,Obrien Ltd,Port Leon,Ireland,52,79261.95,4,14,19,110.94,1,0.2173,15,1,Store,East,4367.46,1
794,Yvette,Mccoy,"Reeves, Harding and Bowman",East Monica,Morocco,23,57834.34,26,8,27,10.0,1,0.1218,8,0,Store,South,3501.76,0
795,Kayla,Fleming,Gregory Group,Clarketown,Saint Barthelemy,35,101386.59,27,7,27,80.1,1,0.1274,9,1,Online,East,4559.37,0
796,Vernon,Flowers,"Lawrence, Villegas and Sweeney",New Terryton,Greece,68,62866.36,46,3,21,53.34,5,0.5729,5,1,Store,East,2765.5,0
797,Bobby,Dodson,Fuller PLC,Mariamouth,Guyana,22,58840.98,64,2,21,206.81,2,0.701,2,1,Phone,West,3574.01,0
798,Lindsey,Blevins,Fischer-Garrison,East Nathanielview,Reunion,64,48817.67,91,7,23,35.03,2,0.1248,3,0,Phone,North,4155.83,0
799,Jared,Howe,"Pacheco, Dennis and Velazquez",New Diane,Austria,42,57670.82,51,3,17,34.45,1,0.4447,5,1,Online,North,3046.66,0
800,Mike,Mckay,Aguilar-Carney,Lake Lydiafurt,Samoa,19,51950.6,50,3,16,31.52,2,0.5292,9,0,Store,South,2374.5,0
801,Leon,Summers,Owen Group,Holmeschester,Guernsey,27,69162.17,6,2,20,20.14,4,0.6381,7,1,Online,North,1657.55,1
802,Darren,Gibbs,Baldwin-Best,Glennchester,Saint Barthelemy,47,74134.05,59,4,16,55.88,1,0.2481,5,1,Online,West,2936.61,1
803,Chase,Lucas,"Mills, Esparza and Carpenter",Johnmouth,Saint Helena,67,39280.21,15,8,16,325.63,3,0.0775,10,0,Store,West,3175.42,0
804,Kent,Cobb,Wolfe Inc,Schwartzchester,Belize,62,28375.34,30,12,18,223.7,1,0.3711,14,1,Online,South,4527.94,0
805,Miranda,Lawson,Baldwin PLC,West Claudiahaven,Montenegro,22,18275.89,42,1,21,199.35,3,0.0544,6,1,Online,East,2100.6,0
806,Kathy,Nguyen,Vaughan LLC,Kelleyborough,Cape Verde,50,65159.83,37,1,24,239.43,0,0.2801,9,0,Store,East,2276.78,0
807,Jeremiah,Rubio,Chambers Group,Caseyborough,Russian Federation,18,32932.67,42,12,26,47.09,1,0.355,8,0,Phone,West,4644.18,0
808,Gilbert,Barry,Parker-Nguyen,Gilmoreport,Central African Republic,35,15000.0,35,14,25,327.64,0,0.3467,4,0,Phone,South,4505.96,0
809,Tony,Shannon,Gutierrez PLC,Acevedomouth,Solomon Islands,49,62771.57,87,5,21,22.15,0,0.0581,5,0,Store,West,3442.04,0
810,Dana,Salas,Barton Ltd,Lake Tabitha,Liberia,64,104859.99,6,11,24,61.5,2,0.291,9,0,Online,North,4309.29,1
811,Benjamin,Galvan,Ewing-Everett,Masseymouth,Antarctica (the territory South of 60 deg S),66,54878.58,68,5,18,132.55,0,0.1958,8,0,Online,North,3367.47,0
812,Teresa,Vargas,Sherman-Miranda,Velasquezstad,Finland,28,71769.82,18,11,21,16.29,2,0.1699,12,0,Store,West,4224.34,0
813,Tricia,Leon,Lutz-Spears,Lake Tannerside,Antigua and Barbuda,38,56636.59,73,12,20,196.47,5,0.173,6,1,Phone,East,5209.18,0
814,Carmen,Daugherty,Russo Ltd,Batesport,Saint Helena,43,53022.21,29,1,23,73.47,2,0.35,12,1,Phone,North,2827.35,1
815,Tiffany,Rowe,Maynard-Mcbride,Smithview,Belgium,42,73381.53,77,6,19,230.15,1,0.5968,6,1,Store,South,3899.79,0
816,Wesley,Snow,Higgins LLC,East Melinda,Turkey,39,49194.51,59,1,17,101.86,1,0.1299,9,1,Online,East,2913.17,0
817,Raven,Mejia,Fisher-Lopez,Duncanside,Antarctica (the territory South of 60 deg S),44,60347.85,47,5,26,29.93,1,0.4669,4,0,Online,North,2995.5,0
818,Elijah,Richardson,Fowler-Owen,Willietown,Cambodia,66,61433.96,17,9,31,199.07,1,0.7021,8,1,Online,West,4585.71,0
819,Colton,Sandoval,Villarreal-Lang,Zavalaview,Gabon,30,41638.19,96,12,25,43.58,1,0.097,12,0,Phone,East,5402.09,0
820,Krista,Mcclure,Simon and Sons,North Marissatown,Iceland,50,74840.85,22,14,18,101.24,2,0.0794,5,1,Online,East,5041.98,0
821,Johnny,Rubio,"Porter, Johnston and Mullins",New Melodymouth,Thailand,51,51500.8,68,5,21,11.78,1,0.3446,5,1,Store,North,3431.5,0
822,Amy,Ballard,Rice Group,Briannaland,Canada,58,39885.1,69,6,23,144.3,5,0.3051,13,0,Online,South,3715.02,0
823,Rachel,Watts,Holloway-Nolan,Aaronville,Gibraltar,52,65730.2,37,8,16,164.43,0,0.1512,5,1,Store,North,3791.26,0
824,Judy,Mullins,Quinn Inc,Lake Shelby,American Samoa,18,37030.64,49,11,21,71.38,3,0.0145,5,1,Store,North,5029.52,0
825,Priscilla,Huff,Saunders and Sons,New Brettmouth,Malta,38,55563.62,13,1,14,463.25,2,0.5916,7,1,Store,North,1940.25,0
826,Zoe,Solomon,Meyers-Odonnell,Bettyland,Wallis and Futuna,65,54817.62,34,14,23,310.92,0,0.4324,8,0,Store,North,4481.33,0
827,Gabriella,Ho,Sawyer PLC,Danielview,Chad,23,76717.91,86,2,17,184.62,2,0.0683,4,0,Store,North,2424.25,0
828,Jeff,Jensen,Haynes Group,Josephfort,Indonesia,45,64493.96,53,9,20,187.58,5,0.3414,5,1,Online,West,4352.84,0
829,Natalie,Ball,Garrett PLC,Port Laurie,Burundi,34,54499.46,87,3,29,43.63,1,0.2133,4,0,Online,North,3425.34,0
830,Matthew,Fields,Sullivan-Archer,North Sabrina,Anguilla,22,71355.33,51,6,19,160.42,2,0.2974,7,1,Phone,South,3667.22,1
831,Jack,Mendoza,"Cardenas, Bass and Callahan",Quinnfurt,Puerto Rico,48,82804.15,3,5,17,33.14,3,0.5873,7,1,Online,East,2581.14,0
832,Sheryl,Lyons,Henson-Trevino,South Roberta,Algeria,22,66156.21,42,11,23,23.32,1,0.0388,17,1,Online,West,5115.45,0
833,Nina,Contreras,"Mcknight, Horne and Thornton",New Savannah,Yemen,55,55207.05,98,2,24,1130.8,0,0.454,7,0,Online,South,4096.16,0
834,Samuel,Walker,"Gallegos, Paul and Williamson",Ginaport,Gabon,20,28763.28,32,14,23,146.08,1,0.0994,6,0,Online,North,4972.54,0
835,Charlotte,Spencer,Chambers Ltd,Port Tyronemouth,Antigua and Barbuda,40,33697.73,51,7,22,84.58,0,0.2442,9,0,Online,South,3549.04,0
836,Eduardo,Schultz,"Valdez, Pierce and Compton",Christianbury,Lao People's Democratic Republic,54,48895.51,85,4,15,50.99,1,0.168,7,1,Store,East,3238.64,0
837,Adrienne,Medina,"Benitez, Wilkinson and Mooney",Darrellstad,Nepal,54,42809.76,46,1,17,138.92,1,0.1965,7,1,Phone,South,2482.1,0
838,Darrell,French,"Macias, Dodson and Blackwell",Vegaview,Malaysia,27,51260.57,21,13,19,10.0,3,0.1647,14,1,Store,North,4990.44,0
839,Rodney,Dunn,Poole LLC,Hardingshire,El Salvador,27,56133.0,44,4,27,14.92,2,0.0646,9,1,Online,East,3794.89,0
840,Bryan,Sampson,Clark-Murray,Stricklandborough,United States of America,36,65593.86,11,6,23,10.0,3,0.2071,11,1,Store,North,3580.53,0
841,Gregory,Baxter,Levine Inc,Schultzfort,Senegal,34,53590.02,68,7,19,103.72,2,0.3013,6,1,Store,North,4265.19,0
842,Edgar,Norman,Gould-Heath,Lake Kayleeville,Yemen,38,64730.03,1,7,13,137.67,1,0.3847,4,0,Phone,West,2226.15,0
843,April,Garner,"Mckay, Moody and Rowland",Erikamouth,Hong Kong,31,56289.49,92,14,22,10.0,1,0.136,7,0,Online,East,5948.88,0
844,Mercedes,Bush,Davies-Johnson,North Katelyn,India,26,15490.67,63,7,29,191.6,1,0.1353,8,0,Online,East,4162.6,1
845,Theresa,Randolph,Gilmore-Carr,Janicefort,British Virgin Islands,63,36213.29,24,3,25,39.28,0,0.0324,5,1,Store,North,3129.33,0
846,Tom,White,"Golden, Guzman and Webster",Lake Sean,Reunion,18,52118.25,99,6,24,173.37,0,0.3507,5,1,Store,South,4712.61,0
847,Tiffany,White,"Jacobs, Griffin and Fuller",Pambury,Qatar,68,30806.11,13,13,21,601.75,1,0.2291,16,0,Store,East,4108.8,1
848,Lacey,Clark,Wells-Riley,West Lydiamouth,Belgium,62,66998.57,98,8,20,176.21,3,0.0414,7,1,Online,South,5030.45,0
849,Gail,Thornton,Hines Group,Julieport,Cocos (Keeling) Islands,30,85615.02,11,4,21,322.08,2,0.0697,7,0,Store,South,3037.69,0
850,Leslie,Figueroa,Norris-Randall,Dillonmouth,Zimbabwe,21,79375.24,100,13,20,444.05,0,0.1314,7,0,Online,East,5935.84,0
851,Katie,Mcintosh,Gibson and Sons,New Darrenfort,San Marino,18,50731.14,51,8,18,100.05,1,0.2054,7,1,Online,South,4163.38,0
852,Kelly,Bradshaw,"Horn, Sherman and Barry",West Raven,Uganda,66,84814.52,17,2,25,181.76,2,0.2177,8,1,Online,East,2546.89,1
853,Blake,Avila,Bernard Inc,New Frances,Morocco,57,57973.35,99,10,20,286.55,0,0.5919,6,0,Online,West,5345.07,0
854,Jesse,Miranda,Johnson Group,Ellisland,Nigeria,49,48258.28,82,9,27,66.15,1,0.0277,9,1,Online,East,5481.87,0
855,Kristi,Thompson,"Lyons, Arroyo and Nash",New Lanceview,Antigua and Barbuda,51,42731.95,86,9,16,45.45,0,0.4633,4,1,Online,East,4019.88,0
856,Isabel,Snow,"Cook, Lee and Maldonado",North Lynntown,Cyprus,45,48950.61,24,8,26,439.49,0,0.054,6,0,Online,East,4037.12,0
857,Donna,Sims,"Buckley, Bond and Parsons",North Davechester,Pakistan,48,47236.46,19,10,20,194.36,0,0.5412,12,1,Online,West,4007.36,0
858,Connor,Thomas,Wilcox-Edwards,Janiceview,Austria,25,58408.32,37,14,26,37.21,0,0.3526,9,0,Online,South,4947.5,0
859,Chloe,Hanson,Nguyen PLC,Daisytown,Svalbard & Jan Mayen Islands,56,58211.48,85,13,22,89.43,2,0.1321,4,0,Online,West,4975.9,0
860,Drew,Guzman,Chung Ltd,West Kirkbury,Guatemala,43,55060.92,8,10,21,238.78,2,0.0543,15,0,Online,South,3562.44,0
861,Clifford,Conway,French LLC,Brandtshire,Chad,51,63738.76,28,1,35,118.8,0,0.2754,10,0,Online,East,2326.17,0
862,Ashlee,Carney,"Fitzgerald, Rios and Stewart",Fullerbury,Estonia,20,78812.93,5,2,19,157.45,2,0.2831,6,0,Online,East,1546.43,0
863,Jackie,Mccullough,Davidson Inc,West Randallshire,Guatemala,67,73991.08,17,6,19,210.22,2,0.1083,10,0,Online,West,2950.46,0
864,Crystal,Dougherty,Rodgers-Kelly,Alfredshire,Swaziland,29,25302.04,36,10,20,145.93,0,0.2787,11,1,Online,West,4005.6,0
865,Caitlyn,Tapia,Farley LLC,Ewingchester,Anguilla,18,15000.0,19,5,19,116.51,2,0.2045,14,1,Store,West,3001.88,0
866,Brenda,Estrada,"Lee, Pearson and Parsons",South Gilbertmouth,Mali,61,73686.4,64,12,21,207.71,0,0.3132,5,0,Store,West,4830.14,0
867,Tina,Andrews,Dickerson and Sons,Charlenebury,Chile,22,27662.43,91,14,32,195.05,1,0.1962,7,0,Phone,East,6718.62,0
868,Andre,Cunningham,Cervantes Inc,Lake Jesus,Liberia,47,50504.69,98,9,25,149.09,2,0.1556,5,0,Store,East,4596.75,0
869,Jesus,Abbott,"Pratt, Durham and Conley",Port Jermaine,Jamaica,47,31597.74,11,5,11,66.89,0,0.6899,6,1,Phone,North,2262.44,0
870,Kendra,Bishop,Vasquez PLC,Maysberg,Armenia,34,18960.39,54,2,16,78.08,1,0.3008,13,0,Online,West,1914.4,1
871,Tyrone,Ayers,Welch Inc,Bryantland,Barbados,65,65829.25,45,10,30,528.19,0,0.4055,14,1,Store,West,5723.96,1
872,Isaiah,Andersen,"Lang, Solis and Cunningham",Laurieport,Oman,64,70183.1,47,4,18,17.88,2,0.2589,9,1,Store,South,3161.8,0
873,Shelia,Rojas,"Conley, Moody and Maddox",West Ana,Marshall Islands,40,43469.79,12,9,14,46.9,1,0.3058,6,1,Phone,South,3299.51,0
874,Donald,Arnold,"Dunn, Holt and Flowers",Bonnieport,Congo,32,15000.0,21,1,22,101.71,2,0.1294,10,1,Online,East,2472.46,0
875,Kaitlin,Fowler,"Merritt, Duarte and Marshall",Wilkinsonton,Georgia,54,44075.11,11,11,21,271.85,0,0.3519,12,0,Phone,North,3503.66,0
876,Mallory,Browning,"Yang, Waller and Castillo",Lake Faithton,Equatorial Guinea,38,62836.08,92,1,25,26.81,1,0.369,13,1,Store,West,3137.31,0
877,Cathy,Compton,Lara Ltd,Johnstonfurt,Somalia,31,25421.77,5,12,30,48.64,3,0.4691,5,1,Store,North,4675.72,1
878,Larry,Blanchard,Macias-Cole,Trujilloside,Isle of Man,19,58667.2,81,7,29,10.21,1,0.2869,4,1,Phone,North,4797.81,0
879,Robert,Henderson,Cuevas Group,East Kristy,Mauritius,28,54693.8,56,11,22,183.62,2,0.3278,8,1,Phone,East,4730.03,0
880,Glen,Simon,Cruz and Sons,Lake Marcfurt,Zimbabwe,68,66585.83,20,3,18,40.81,2,0.2221,11,0,Store,North,2139.09,0
881,Holly,Nelson,Valentine Ltd,Monicatown,Christmas Island,56,57391.61,41,10,19,73.82,1,0.6561,9,1,Online,West,4851.19,0
882,Erin,Wall,Richards Ltd,Hancockburgh,Korea,55,35538.62,46,2,26,87.97,1,0.2028,9,1,Online,East,3201.28,0
883,Chloe,Durham,Colon LLC,Derrickland,Guyana,51,78931.43,12,9,22,332.89,0,0.2356,12,1,Online,North,3488.44,0
884,Jeanette,Schwartz,Mendoza-Garrison,Jeffport,Suriname,55,51829.41,70,3,19,79.48,0,0.4897,7,1,Online,East,3744.2,0
885,Max,Clements,Phillips-Stanley,Riosville,Haiti,67,54453.91,17,2,24,23.54,0,0.0958,8,0,Online,East,2634.0,1
886,Julie,Coffey,Walls Inc,East Elizabethfort,San Marino,51,36334.64,19,12,12,111.45,3,0.5124,8,0,Store,South,3641.9,0
887,Regina,Gilmore,"Wright, Rogers and Chandler",Bellchester,Northern Mariana Islands,35,46134.35,26,8,15,494.36,2,0.5082,4,1,Store,East,3825.29,0
888,Lacey,Stark,Jefferson-Larson,East Emily,Switzerland,47,37303.95,48,10,21,140.35,3,0.3907,7,1,Online,North,4029.95,0
889,Devin,Jefferson,Moyer-Martinez,Dickersonville,Argentina,32,51541.08,52,6,19,614.64,1,0.0808,7,1,Store,South,3816.67,1
890,Shawna,Spencer,Gallegos-Eaton,Kelliville,Malawi,44,89234.17,96,6,19,275.93,1,0.2839,13,1,Online,West,4486.37,0
891,Edgar,Meyers,"Ochoa, Durham and Fowler",Miguelhaven,French Southern Territories,68,27561.98,70,10,23,10.0,5,0.1072,7,1,Phone,West,4570.35,1
892,Levi,Larsen,Davenport-Roy,Costaville,Cayman Islands,51,22728.77,55,11,25,161.12,2,0.4449,9,1,Online,West,4819.26,0
893,Victor,Simon,Washington-Horne,Maddoxland,United Arab Emirates,69,84423.41,100,7,21,50.69,1,0.1104,7,1,Store,West,4780.87,0
894,Lacey,Boone,Kim-Nash,Lake Craigchester,Belize,55,50813.53,75,7,24,123.02,0,0.2887,10,1,Phone,West,4270.49,0
895,Chelsea,Lester,Vaughan and Sons,Taylorport,Nepal,50,41618.55,33,11,14,49.14,2,0.2219,7,0,Online,North,4015.01,0
896,Dominique,Benjamin,Brooks-Estrada,Jimmybury,Liechtenstein,41,75798.09,62,13,15,64.36,2,0.3468,11,1,Store,East,5081.21,1
897,Cheyenne,Marshall,Molina-Love,Waltershire,Aruba,32,42887.69,88,6,26,384.92,5,0.1925,5,1,Phone,South,4907.96,0
898,Frances,Vance,"Montoya, Munoz and Riggs",North Evelynmouth,Ukraine,47,91520.19,23,4,18,34.72,0,0.3745,10,0,Online,East,2500.13,0
899,Melvin,Todd,Padilla LLC,West Kristin,Mauritania,59,68558.52,15,11,18,310.85,0,0.157,10,1,Phone,East,4394.15,0
900,Gilbert,Larson,"Lambert, Olsen and Kent",Vanessabury,Gambia,68,45241.77,27,9,23,10.0,1,0.1169,6,0,Store,North,3512.96,0
901,Tim,Hawkins,Frederick-Rollins,New Maryfort,Saudi Arabia,34,98146.16,75,6,26,14.29,0,0.3278,9,1,Online,North,4730.71,1
902,Peter,Glass,Lynn and Sons,New Herbert,Bahrain,22,42885.7,64,4,21,289.32,1,0.1882,10,1,Online,North,4032.87,1
903,Dan,Shepard,Tucker-Hensley,East Shelleyfurt,Gabon,46,69841.91,81,12,19,149.36,2,0.4608,10,1,Store,South,4775.04,0
904,Crystal,Garcia,"Norman, Church and Cortez",Port Calebhaven,Armenia,21,60985.85,51,3,16,206.29,1,0.0591,5,1,Phone,North,2581.85,0
905,Helen,Diaz,"Haney, Wong and Hines",Sloanstad,Sri Lanka,27,81034.83,53,4,17,35.25,2,0.4383,13,1,Online,East,3053.47,0
906,Christine,Cervantes,"Greer, Buckley and Macdonald",Billytown,Timor-Leste,34,86230.22,78,3,16,115.53,0,0.5702,6,0,Store,South,2586.44,0
907,Jeffery,Zhang,"Merritt, Adkins and Hendricks",Port Jodi,Angola,27,55640.08,91,2,21,200.47,1,0.2042,6,1,Online,North,3421.78,0
908,Mario,Nolan,Stuart-Livingston,North Dariusview,Vanuatu,34,39931.64,82,14,13,148.05,1,0.1288,6,1,Store,North,5282.39,0
